_id,name,address,city,state,pincode,phone,email,profile_url,contact_person,category,open_hours,map_location,services[0],services[1],services[2],services[3]
67cdda3e725df3b508c64719,Metro Scans & Laboratory,"Srudhylayam Building, Salem Kanyakumari Highway, Attingal, Thiruvananthapuram",Thiruvananthapuram,Kerala,695101,+91-9847100011,metroscanslab2@keraladiagnostics.in,https://www.keraladiagnostics.in/metro-scans-laboratory-2,Dr. Hariharan Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Srudhylayam+Building,+Salem+Kanyakumari+Highway,+Attingal,+Thiruvananthapuram+695101",CT Scan,MRI,X-Ray,
67cdda3e725df3b508c6471a,Ddrc Srl Diagnostic Services,"Building No. 48l1 1 12, Bala Tower, Trivandrum Vizhinjam Road, Ambalathara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695026,+91-9847100012,ddrcdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-services,Dr. Unnikrishnan Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Building+No.+48l1+1+12,+Bala+Tower,+Trivandrum+Vizhinjam+Road,+Ambalathara,+Thiruvananthapuram+695026",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c6471b,Modern Laboratories,"Tb Junction Hospital, Jct Road, Alummoodu, Neyyattinkara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695121,+91-9847100013,modernlabs@keraladiagnostics.in,https://www.keraladiagnostics.in/modern-laboratories,Dr. Jaison Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tb+Junction+Hospital,+Jct+Road,+Alummoodu,+Neyyattinkara,+Thiruvananthapuram+695121",Blood Tests,Urine Analysis,X-Ray,
67cdda3e725df3b508c6471c,Biocare Ct Scan Center,"Sree Ramakrishna Mission Hospital, Sasthamangalam Road, Sasthamangalam, Thiruvananthapuram",Thiruvananthapuram,Kerala,695010,+91-9847100014,biocarect@keraladiagnostics.in,https://www.keraladiagnostics.in/biocare-ct-scan-center,Dr. Biju George,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Sree+Ramakrishna+Mission+Hospital,+Sasthamangalam+Road,+Sasthamangalam,+Thiruvananthapuram+695010",CT Scan,MRI,Ultrasound,
67cdda3e725df3b508c6471d,Clinical Diagnostic & Research Centre,"Raunak Bhavan Cdrc Building, Manacaud, Thiruvananthapuram",Thiruvananthapuram,Kerala,695009,+91-9847100015,clinicalcdrc@keraladiagnostics.in,https://www.keraladiagnostics.in/clinical-diagnostic-research-centre,Dr. Pradeep Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Raunak+Bhavan+Cdrc+Building,+Manacaud,+Thiruvananthapuram+695009",Blood Tests,Urine Analysis,ECG,
67cdda3e725df3b508c6471e,Ddrc Srl Diagnostic Services,"Nandavanam, Bakery Junction Road, Vazhuthacaud, Thiruvananthapuram",Thiruvananthapuram,Kerala,695014,+91-9847100016,ddrcbakery@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-services-bakery,Dr. Ashok Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Nandavanam,+Bakery+Junction+Road,+Vazhuthacaud,+Thiruvananthapuram+695014",Blood Tests,X-Ray,ECG,
67cdda3e725df3b508c6471f,Ddrc SRL Diagnostic Services,"Ddrc Srl Building Number TC 56/29, Pappanamkode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695018,+91-9847100017,ddrcpappanamkode@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-services-pappanamkode,Dr. Anil Thomas,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Ddrc+Srl+Building+Number+TC+56/29,+Pappanamkode,+Thiruvananthapuram+695018",CT Scan,MRI,,
67cdda3e725df3b508c64720,Ddrc Srl Diagnostics Pvt Ltd,"No PP-I/1548, L S Plaza, Kilimanoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695601,+91-9847100018,ddrckilimanoor@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostics-kilimanoor,Dr. Vinod Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=No+PP-I/1548,+L+S+Plaza,+Kilimanoor,+Thiruvananthapuram+695601",Blood Tests,ECG,,
67cdda3e725df3b508c64721,Ddrc SRL Diagnostic Services,"No. 19/132, Orion Plaza, National Highway Road, Balaramapuram, Thiruvananthapuram",Thiruvananthapuram,Kerala,695501,+91-9847100019,ddrcorion@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-services-orion,Dr. Ramesh Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=No.+19/132,+Orion+Plaza,+National+Highway+Road,+Balaramapuram,+Thiruvananthapuram+695501",Blood Tests,Urine Analysis,ECG,
67cdda3e725df3b508c64722,Bio Products & Diagnostics Pvt Ltd,"Plot No: 22/23, Manvila Industrial Estate, Manvila, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100020,bioproducts@keraladiagnostics.in,https://www.keraladiagnostics.in/bio-products-diagnostics,Dr. Jayaprakash Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Plot+No:+22/23,+Manvila+Industrial+Estate,+Manvila,+Thiruvananthapuram+695011",Blood Tests,X-Ray,ECG,
67cdda3e725df3b508c64723,Ddrc Diagnostic Services,"TC 37/1932(9) Ground Floor, West Fort, Thiruvananthapuram Fort, Thiruvananthapuram",Thiruvananthapuram,Kerala,695023,+91-9847100021,ddrcwestfort@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-westfort,Dr. Sajeev Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=TC+37/1932(9)+Ground+Floor,+West+Fort,+Thiruvananthapuram+Fort,+Thiruvananthapuram+695023",Blood Tests,ECG,,
67cdda3e725df3b508c64724,Care & Cure Home Health Care Service,"Thookuvila, Eastae Road, Pappanamkode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695018,+91-9847100022,careandcure@keraladiagnostics.in,https://www.keraladiagnostics.in/care-and-cure-home-health,Dr. Meera Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Thookuvila,+Eastae+Road,+Pappanamkode,+Thiruvananthapuram+695018",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64725,Ddrc Srl Diagnostics Pvt Ltd,"Pulimoodu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695001,+91-9847100023,ddrcpulimoodu@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostics-pulimoodu,Dr. Ajith Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Pulimoodu,+Thiruvananthapuram+695001",X-Ray,CT Scan,,
67cdda3e725df3b508c64726,Care & Cure Hospital,"Vishnu Nagar, Pappanamcode (Malayinkeezhu Road), Pappanamcode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695018,+91-9847100024,carecurehospital@keraladiagnostics.in,https://www.keraladiagnostics.in/care-and-cure-hospital,Dr. Radhika Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Vishnu+Nagar,+Pappanamcode+(Malayinkeezhu+Road),+Pappanamcode,+Thiruvananthapuram+695018",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c64727,Iris Laboratory Diagnostics Center,"1st Floor, Melody Appartment, Road, Pangappara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695581,+91-9847100025,irislab@keraladiagnostics.in,https://www.keraladiagnostics.in/iris-laboratory-diagnostics,Dr. Sindhu George,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=1st+Floor,+Melody+Appartment,+Road,+Pangappara,+Thiruvananthapuram+695581",Blood Tests,Urine Analysis,ECG,
67cdda3e725df3b508c64728,Anderson Diagnostics & Labs,"Sna 115, Sankar Nagar, Sivapriya, Neeramankara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695040,+91-9847100026,andersonlabs@keraladiagnostics.in,https://www.keraladiagnostics.in/anderson-diagnostics-labs,Dr. Sreekumar Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Sna+115,+Sankar+Nagar,+Sivapriya,+Neeramankara,+Thiruvananthapuram+695040",X-Ray,CT Scan,MRI,
67cdda3e725df3b508c64729,Ravi Memorial Clinic & Diagnostic Lab,"Pallichal Punnamoodu Road, Kalliyoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695042,+91-9847100027,ravimemorial@keraladiagnostics.in,https://www.keraladiagnostics.in/ravi-memorial-clinic,Dr. Ravi Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Pallichal+Punnamoodu+Road,+Kalliyoor,+Thiruvananthapuram+695042",Blood Tests,ECG,,
67cdda3e725df3b508c6472a,Ev Diagnostic Laboratory,"Thoppumukku, Murukkumpuzha, Thiruvananthapuram",Thiruvananthapuram,Kerala,695302,+91-9847100028,evdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/ev-diagnostic-laboratory,Dr. Ebin Thomas,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Thoppumukku,+Murukkumpuzha,+Thiruvananthapuram+695302",X-Ray,Ultrasound,,
67cdda3e725df3b508c6472b,Ddrc SRL Diagnostics Pvt Ltd,"No PP-9/95(2), Ground Floor, Kattaikonam – Pothencode Road, Pothencode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695584,+91-9847100029,ddrckattaikonam@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostics-kattaikonam,Dr. Nandakumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=No+PP-9/95(2),+Ground+Floor,+Kattaikonam+–+Pothencode+Road,+Pothencode,+Thiruvananthapuram+695584",CT Scan,MRI,,
67cdda3e725df3b508c6472c,V.s. Diagnostic Centre,"Sree Viswam Building, Pothencode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695584,+91-9847100030,vsdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/vs-diagnostic-centre,Dr. Vinu Mathew,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Sree+Viswam+Building,+Pothencode,+Thiruvananthapuram+695584",Blood Tests,ECG,,
67cdda3e725df3b508c6472d,Dr. Grija'S Laboratory and Scans,"Valiyakada, Chirayinkeezhu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695304,+91-9847100031,grijalab@keraladiagnostics.in,https://www.keraladiagnostics.in/dr-grijas-laboratory-scans,Dr. Grija Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Valiyakada,+Chirayinkeezhu,+Thiruvananthapuram+695304",CT Scan,MRI,,
67cdda3e725df3b508c6472e,DDRC SRL Diagnostics Pvt Ltd,"SRKM Hospital Road, Sasthamangalam, Thiruvananthapuram",Thiruvananthapuram,Kerala,695010,+91-9847100032,ddrcsrkm@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-srl-srkm,Dr. Deepak Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=SRKM+Hospital+Road,+Sasthamangalam,+Thiruvananthapuram+695010",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c6472f,Amma Diagnostic Center,"Maranalloor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695512,+91-9847100033,ammadiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/amma-diagnostic-center,Dr. Ammu Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Maranalloor,+Thiruvananthapuram+695512",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64730,Ddrc Srl Diagnostics Pvt Ltd,"Tc 10/588(456), Nirmalayam Building, Hospital Road, Peroorkkada, Thiruvananthapuram",Thiruvananthapuram,Kerala,695005,+91-9847100034,ddrcperoorkkada@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostics-peroorkkada,Dr. Arun Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tc+10/588(456),+Nirmalayam+Building,+Hospital+Road,+Peroorkkada,+Thiruvananthapuram+695005",Blood Tests,X-Ray,,
67cdda3e725df3b508c64731,Doctors Diagnostic Laboratory,"Kallambalam Road, Varkala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695141,+91-9847100035,doctorsdiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/doctors-diagnostic-laboratory,Dr. Babu Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Kallambalam+Road,+Varkala,+Thiruvananthapuram+695141",Blood Tests,Urine Analysis,ECG,
67cdda3e725df3b508c64732,Devi Scans & Laboratories,"Tc 17/560, Ground Floor City Plaza, Medical College – Ulloor Road, Thiruvananthapuram Medical College, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100036,deviscanslabs@keraladiagnostics.in,https://www.keraladiagnostics.in/devi-scans-laboratories,Dr. Devi Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tc+17/560,+Ground+Floor+City+Plaza,+Medical+College+–+Ulloor+Road,+Thiruvananthapuram+Medical+College,+Thiruvananthapuram+695011",CT Scan,MRI,Ultrasound,
67cdda3e725df3b508c64733,Karthika Diagnostic Centre,"Thempammoodu, Thiruvananthapuram",Thiruvananthapuram,Kerala,695607,+91-9847100037,karthikadiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/karthika-diagnostic-centre,Dr. Karthika Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Thempammoodu,+Thiruvananthapuram+695607",Blood Tests,ECG,Ultrasound,
67cdda3e725df3b508c64734,Medicare Lab & ECG,"Main Road, Hospital Junction, Neyyattinkara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695121,+91-9847100038,medicarelab@keraladiagnostics.in,https://www.keraladiagnostics.in/medicare-lab-ecg,Dr. Madhusudhan,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Main+Road,+Hospital+Junction,+Neyyattinkara,+Thiruvananthapuram+695121",ECG,Blood Tests,,
67cdda3e725df3b508c64735,St.Alphonsa Diagnostic Centre,"Palode, Thiruvananthapuram",Thiruvananthapuram,Kerala,695562,+91-9847100039,stalphonsa@keraladiagnostics.in,https://www.keraladiagnostics.in/st-alphonsa-diagnostic-centre,Dr. Alphonsa George,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Palode,+Thiruvananthapuram+695562",Blood Tests,X-Ray,,
67cdda3e725df3b508c64736,Nirnaya Laboratory,"Laboratory, Kunampana, Kunnathukal, Thiruvananthapuram",Thiruvananthapuram,Kerala,695504,+91-9847100040,nirnayalab@keraladiagnostics.in,https://www.keraladiagnostics.in/nirnaya-laboratory,Dr. Nirmala Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Laboratory,+Kunampana,+Kunnathukal,+Thiruvananthapuram+695504",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c64737,Ddrc Srl,"Edapazhanji, Pangode Military Road, Thirumala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695006,+91-9847100041,ddrcsrl@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-srl,Dr. Dilip Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Edapazhanji,+Pangode+Military+Road,+Thirumala,+Thiruvananthapuram+695006",Blood Tests,ECG,,
67cdda3e725df3b508c64738,Endocrinology & Diabetes Practice,"Tc 1/2138(2), Kumarapuram – Murinjapalam Road, Pattom, Thiruvananthapuram",Thiruvananthapuram,Kerala,695004,+91-9847100042,endo.diabetes@keraladiagnostics.in,https://www.keraladiagnostics.in/endocrinology-diabetes-practice,Dr. Endo Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Tc+1/2138(2),+Kumarapuram+–+Murinjapalam+Road,+Pattom,+Thiruvananthapuram+695004",Blood Tests,Glucose Analysis,,
67cdda3e725df3b508c64739,Ddrc Srl Diagnostics Pvt Ltd,"No. 82/1730(1), Mridunga Tower, Pattoor Road, Pattoor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695035,+91-9847100043,ddrcmridunga@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostics-mridunga,Dr. Manu Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=No.+82/1730(1),+Mridunga+Tower,+Pattoor+Road,+Pattoor,+Thiruvananthapuram+695035",Blood Tests,ECG,Urine Analysis,
67cdda3e725df3b508c6473a,Reliant Diagnostics,"Kalakaumudi Road, Kumarapuram, Manacaud, Thiruvananthapuram",Thiruvananthapuram,Kerala,695009,+91-9847100044,reliant@keraladiagnostics.in,https://www.keraladiagnostics.in/reliant-diagnostics,Dr. Raju Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Kalakaumudi+Road,+Kumarapuram,+Manacaud,+Thiruvananthapuram+695009",Blood Tests,ECG,,
67cdda3e725df3b508c6473b,Akshaya Clinical Laboratory,"R.J. Complex, BTS Road, Attingal, Thiruvananthapuram",Thiruvananthapuram,Kerala,695101,+91-9847100045,akshayaclinical@keraladiagnostics.in,https://www.keraladiagnostics.in/akshaya-clinical-laboratory,Dr. Akshaya Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=R.J.+Complex,+BTS+Road,+Attingal,+Thiruvananthapuram+695101",Blood Tests,Urine Analysis,,
67cdda3e725df3b508c6473c,Alpha Diagnostic Centre,"Maruthamkuzy, Thiruvananthapuram",Thiruvananthapuram,Kerala,695601,+91-9847100046,alphadiagnostic@keraladiagnostics.in,https://www.keraladiagnostics.in/alpha-diagnostic-centre,Dr. Alphons Joseph,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Maruthamkuzy,+Thiruvananthapuram+695601",Blood Tests,ECG,Urine Analysis,
67cdda3e725df3b508c6473d,Ddrc Well Spring Pathlab Pvt Ltd,"Post Box No 2488, Ulloor Medical College PO, Ulloor, Thiruvananthapuram",Thiruvananthapuram,Kerala,695011,+91-9847100047,wellspathlab@keraladiagnostics.in,https://www.keraladiagnostics.in/well-spring-pathlab,Dr. Wellson Nair,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Post+Box+No+2488,+Ulloor+Medical+College+PO,+Ulloor,+Thiruvananthapuram+695011",Blood Tests,X-Ray,,
67cdda3e725df3b508c6473e,Amma Clinical Laboratory,"No.71/2234, Srivalsam Tower, Angalamman Kovil Street, Aryasala, Thiruvananthapuram",Thiruvananthapuram,Kerala,695036,+91-9847100048,ammaclinical@keraladiagnostics.in,https://www.keraladiagnostics.in/amma-clinical-laboratory,Dr. Ammu Varghese,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=No.71/2234,+Srivalsam+Tower,+Angalamman+Kovil+Street,+Aryasala,+Thiruvananthapuram+695036",Blood Tests,Urine Analysis,ECG,
67cdda3e725df3b508c6473f,Devi Scans,"Cherukara Gardens, Poojapura, Poojappura, Thiruvananthapuram",Thiruvananthapuram,Kerala,695012,+91-9847100049,deviscans@keraladiagnostics.in,https://www.keraladiagnostics.in/devi-scans,Dr. Devi Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Cherukara+Gardens,+Poojapura,+Poojappura,+Thiruvananthapuram+695012",X-Ray,Ultrasound,,
67cdda3e725df3b508c64740,Ddrc Srl Diagnostics Pvt Ltd,"No.10/784 A, M C Road, Vattappara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695028,+91-9847100050,ddrcmcroad@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-mc-road,Dr. Dinesh Kumar,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=No.10/784+A,+M+C+Road,+Vattappara,+Thiruvananthapuram+695028",Blood Tests,ECG,,
67cdda3e725df3b508c64741,Adithi Diagnostic Services,"Vengode, Keezhthonnakkal, Thiruvananthapuram",Thiruvananthapuram,Kerala,695589,+91-9847100051,adithidiag@keraladiagnostics.in,https://www.keraladiagnostics.in/adithi-diagnostic-services,Dr. Adithi Menon,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Vengode,+Keezhthonnakkal,+Thiruvananthapuram+695589",Complete Blood Count,Lipid Profile,Thyroid Function Test,
67cdda3e725df3b508c64742,Ddrc Srl Diagnostic Services,"Mangalapuram, Thiruvananthapuram",Thiruvananthapuram,Kerala,695313,+91-9847100052,ddrcmangalapuram@keraladiagnostics.in,https://www.keraladiagnostics.in/ddrc-diagnostic-mangalapuram,Dr. Manoj Pillai,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Mangalapuram,+Thiruvananthapuram+695313",Blood Tests,ECG,,
67cdda3e725df3b508c64743,Cee Vees Imaging & Healthcare Research Pvt Ltd,"Kims Hospital, Aakkulam, Vinod Nagar Road, Anayara, Thiruvananthapuram",Thiruvananthapuram,Kerala,695029,+91-9847100053,ceevees@keraladiagnostics.in,https://www.keraladiagnostics.in/ceevees-imaging,Dr. Cephas George,Medical Diagnosis Lab,8 AM - 8 PM,"https://www.google.com/maps/search/?api=1&query=Kims+Hospital,+Aakkulam,+Vinod+Nagar+Road,+Anayara,+Thiruvananthapuram+695029",MRI,CT Scan,,
