_id,name,address,city,state,pincode,phone,email,profile_url,contact_person,category,open_hours,map_location
67cdd22f725df3b508c646ce,Ganesh Medical Store,"Trivandrum – 695002, Kerala",Trivandrum,Kerala,695002,+91-9847000011,ganeshmedicalstore@keralapharma.in,https://www.keralapharmacy.com/ganeshmedicalstore,Mr. Sajan Thomas,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695002+Kerala
67cdd22f725df3b508c646cf,Ganesh Traders,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000012,ganeshtraders@keralapharma.in,https://www.keralapharmacy.com/ganeshtraders,Mr. Manoj Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646d0,Geetha Medicals Stores,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000013,geethamedicalsstores@keralapharma.in,https://www.keralapharmacy.com/geethamedicalsstores,Mr. Ashok Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c646d1,General Supplies Co.,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000014,generalsuppliesco@keralapharma.in,https://www.keralapharmacy.com/generalsuppliesco,Mr. Kiran Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646d2,Gopal Agencies,"Trivandrum – 695035, Kerala",Trivandrum,Kerala,695035,+91-9847000015,gopalagencies@keralapharma.in,https://www.keralapharmacy.com/gopalagencies,Mr. Jaison Mathew,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695035+Kerala
67cdd22f725df3b508c646d3,Govindnath Agencies,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000016,govindnathagencies@keralapharma.in,https://www.keralapharmacy.com/govindnathagencies,Mr. Harish Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646d4,Grace Medical Stores,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000017,gracemedicalstores@keralapharma.in,https://www.keralapharmacy.com/gracemedicalstores,Mr. Babu Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c646d5,Indira Medical Supplies,"Trivandrum – 695010, Kerala",Trivandrum,Kerala,695010,+91-9847000018,indiramedicalsupplies@keralapharma.in,https://www.keralapharmacy.com/indiramedicalsupplies,Mr. Sreekumar Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695010+Kerala
67cdd22f725df3b508c646d6,International Agencies,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000019,internationalagencies@keralapharma.in,https://www.keralapharmacy.com/internationalagencies,Mr. Praveen Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646d7,J. J. Medicals,"Trivandrum – 695006, Kerala",Trivandrum,Kerala,695006,+91-9847000020,jjmedicals@keralapharma.in,https://www.keralapharmacy.com/jjmedicals,Mr. Nikhil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695006+Kerala
67cdd22f725df3b508c646d8,J. K. Medicals,"Trivandrum – 695003, Kerala",Trivandrum,Kerala,695003,+91-9847000021,jkmedicals@keralapharma.in,https://www.keralapharmacy.com/jkmedicals,Mr. Suresh Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695003+Kerala
67cdd22f725df3b508c646d9,Jai Medicals,"Trivandrum – 695014, Kerala",Trivandrum,Kerala,695014,+91-9847000022,jaimedicals@keralapharma.in,https://www.keralapharmacy.com/jaimedicals,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695014+Kerala
67cdd22f725df3b508c646da,Joy Medicals,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000023,joymedicals@keralapharma.in,https://www.keralapharmacy.com/joymedicals,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c646db,Juli Medicals,"Trivandrum – 695005, Kerala",Trivandrum,Kerala,695005,+91-9847000024,julimedicals@keralapharma.in,https://www.keralapharmacy.com/julimedicals,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695005+Kerala
67cdd22f725df3b508c646dc,K. N. Mathew & Co.,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000025,knmathewco@keralapharma.in,https://www.keralapharmacy.com/knmathewco,Mr. Pradeep Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646dd,Karumari Agencies,"Trivandrum – 695040, Kerala",Trivandrum,Kerala,695040,+91-9847000026,karumariagencies@keralapharma.in,https://www.keralapharmacy.com/karumariagencies,Mr. Ajith Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695040+Kerala
67cdd22f725df3b508c646de,Keerthi Medical Stores,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000027,keerthimedicalstores@keralapharma.in,https://www.keralapharmacy.com/keerthimedicalstores,Mr. Ravi Nambiar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646df,Kerala Drug Stores,"Trivandrum – 695023, Kerala",Trivandrum,Kerala,695023,+91-9847000028,keraladrugstores@keralapharma.in,https://www.keralapharmacy.com/keraladrugstores,Mr. Mohan Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695023+Kerala
67cdd22f725df3b508c646e0,Kumar Medical,"Trivandrum – 695036, Kerala",Trivandrum,Kerala,695036,+91-9847000029,kumarmedical@keralapharma.in,https://www.keralapharmacy.com/kumarmedical,Mr. Ramesh Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695036+Kerala
67cdd22f725df3b508c646e1,Kumar Medicals,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000030,kumarmedicals@keralapharma.in,https://www.keralapharmacy.com/kumarmedicals,Mr. Suresh Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646e2,Kumaravel Agencies,"Trivandrum – 695009, Kerala",Trivandrum,Kerala,695009,+91-9847000031,kumaravelagencies@keralapharma.in,https://www.keralapharmacy.com/kumaravelagencies,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695009+Kerala
67cdd22f725df3b508c646e3,Kumharasawamy & Co.,"Trivandrum – 695014, Kerala",Trivandrum,Kerala,695014,+91-9847000032,kumharasawamyco@keralapharma.in,https://www.keralapharmacy.com/kumharasawamyco,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695014+Kerala
67cdd22f725df3b508c646e4,Lakshmi Medical Stores,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000033,lakshmimedicalstores@keralapharma.in,https://www.keralapharmacy.com/lakshmimedicalstores,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646e5,M. P. Medicals,"Trivandrum – 695012, Kerala",Trivandrum,Kerala,695012,+91-9847000034,mpmedicals@keralapharma.in,https://www.keralapharmacy.com/mpmedicals,Mr. Pradeep Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695012+Kerala
67cdd22f725df3b508c646e6,Manju Medicals,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000035,manjumedicals@keralapharma.in,https://www.keralapharmacy.com/manjumedicals,Mr. Ajith Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c646e7,Mathavan Medical Stores,"Trivandrum – 695036, Kerala",Trivandrum,Kerala,695036,+91-9847000036,mathavanmedicalstores@keralapharma.in,https://www.keralapharmacy.com/mathavanmedicalstores,Mr. Ravi Nambiar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695036+Kerala
67cdd22f725df3b508c646e8,Mathavan Pharmaceutical Distributors,"Trivandrum – 695036, Kerala",Trivandrum,Kerala,695036,+91-9847000037,mathavanpharmaceuticaldistributors@keralapharma.in,https://www.keralapharmacy.com/mathavanpharmaceuticaldistributors,Mr. Suresh Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695036+Kerala
67cdd22f725df3b508c646e9,Mayoora Medicals,"Trivandrum – 695023, Kerala",Trivandrum,Kerala,695023,+91-9847000038,mayooramedicals@keralapharma.in,https://www.keralapharmacy.com/mayooramedicals,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695023+Kerala
67cdd22f725df3b508c646ea,Medical Supplies,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000039,medicalsupplies@keralapharma.in,https://www.keralapharmacy.com/medicalsupplies,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646eb,Narmed (India),"Trivandrum – 695003, Kerala",Trivandrum,Kerala,695003,+91-9847000040,narmedindia@keralapharma.in,https://www.keralapharmacy.com/narmedindia,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695003+Kerala
67cdd22f725df3b508c646ec,Nataraja Medicals,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000041,natarajamedicals@keralapharma.in,https://www.keralapharmacy.com/natarajamedicals,Mr. Pradeep Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646ed,Oberon Trading Corpn.,"Trivandrum – 695014, Kerala",Trivandrum,Kerala,695014,+91-9847000042,oberontradingcorpn@keralapharma.in,https://www.keralapharmacy.com/oberontradingcorpn,Mr. Ajith Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695014+Kerala
67cdd22f725df3b508c646ee,P. R. Brothers,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000043,prbrothers@keralapharma.in,https://www.keralapharmacy.com/prbrothers,Mr. Ravi Nambiar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646ef,Pattom Medicals,"Trivandrum – 695004, Kerala",Trivandrum,Kerala,695004,+91-9847000044,pattommedicals@keralapharma.in,https://www.keralapharmacy.com/pattommedicals,Mr. Suresh Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695004+Kerala
67cdd22f725df3b508c646f0,Shifa Pharma,"Trivandrum – 695009, Kerala",Trivandrum,Kerala,695009,+91-9847000045,shifapharma@keralapharma.in,https://www.keralapharmacy.com/shifapharma,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695009+Kerala
67cdd22f725df3b508c646f1,Shita Pharma,"Trivandrum – 695009, Kerala",Trivandrum,Kerala,695009,+91-9847000046,shitapharma@keralapharma.in,https://www.keralapharmacy.com/shitapharma,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695009+Kerala
67cdd22f725df3b508c646f2,Shobha Drug Agencies,"Trivandrum – 695006, Kerala",Trivandrum,Kerala,695006,+91-9847000047,shobhadragencies@keralapharma.in,https://www.keralapharmacy.com/shobhadragencies,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695006+Kerala
67cdd22f725df3b508c646f3,Sree Chitra Tirumal Medical Centre,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000048,sreechitratirumalmedicalcentre@keralapharma.in,https://www.keralapharmacy.com/sreechitratirumalmedicalcentre,Mr. Pradeep Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c646f4,Sreedhar Medical Stores,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000049,sreedharmedicalstores@keralapharma.in,https://www.keralapharmacy.com/sreedharmedicalstores,Mr. Ajith Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c646f5,Standard Drug Agencies,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000050,standarddrugagencies@keralapharma.in,https://www.keralapharmacy.com/standarddrugagencies,Mr. Ravi Nambiar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646f6,Standard Pharmacy,"Trivandrum – 695010, Kerala",Trivandrum,Kerala,695010,+91-9847000051,standardpharmacy@keralapharma.in,https://www.keralapharmacy.com/standardpharmacy,Mr. Sreekumar Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695010+Kerala
67cdd22f725df3b508c646f7,Statue Medical Stores,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000052,statuemedicalstores@keralapharma.in,https://www.keralapharmacy.com/statuemedicalstores,Mr. Nikhil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646f8,Suja Medicals,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000053,sujamedicals@keralapharma.in,https://www.keralapharmacy.com/sujamedicals,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646f9,Popular Medical Stores,"Trivandrum – 695014, Kerala",Trivandrum,Kerala,695014,+91-9847000054,popularmedicalstores@keralapharma.in,https://www.keralapharmacy.com/popularmedicalstores,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695014+Kerala
67cdd22f725df3b508c646fa,Prabha Medical Stores,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000055,prabhamedicalstores@keralapharma.in,https://www.keralapharmacy.com/prabhamedicalstores,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646fb,Preethi Pharma,"Trivandrum – 695024, Kerala",Trivandrum,Kerala,695024,+91-9847000056,preethipharma@keralapharma.in,https://www.keralapharmacy.com/preethipharma,Mr. Mohan Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695024+Kerala
67cdd22f725df3b508c646fc,Radha Medicals,"Trivandrum – 695017, Kerala",Trivandrum,Kerala,695017,+91-9847000057,radhamedicals@keralapharma.in,https://www.keralapharmacy.com/radhamedicals,Mr. Ramesh Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695017+Kerala
67cdd22f725df3b508c646fd,Raj Medical Stores,"Trivandrum – 695014, Kerala",Trivandrum,Kerala,695014,+91-9847000058,rajmedicalstores@keralapharma.in,https://www.keralapharmacy.com/rajmedicalstores,Mr. Suresh Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695014+Kerala
67cdd22f725df3b508c646fe,Royal Medical Stores,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000059,royalmedicalstores@keralapharma.in,https://www.keralapharmacy.com/royalmedicalstores,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c646ff,United Medical Agencies,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000060,unitedmedicalagencies@keralapharma.in,https://www.keralapharmacy.com/unitedmedicalagencies,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c64700,Sabari Syndicate,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000061,sabarisyndicate@keralapharma.in,https://www.keralapharmacy.com/sabarisyndicate,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c64701,Sakthi Medicals,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000062,sakthimedicals@keralapharma.in,https://www.keralapharmacy.com/sakthimedicals,Mr. Mohan Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c64702,Sara Agencies,"Trivandrum – 695033, Kerala",Trivandrum,Kerala,695033,+91-9847000063,saraagencies@keralapharma.in,https://www.keralapharmacy.com/saraagencies,Mr. Ramesh Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695033+Kerala
67cdd22f725df3b508c64703,Sarda Medical Stores,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000064,sardamedicalstores@keralapharma.in,https://www.keralapharmacy.com/sardamedicalstores,Mr. Ajith Kumar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c64704,Saranya Drugs,"Trivandrum – 695036, Kerala",Trivandrum,Kerala,695036,+91-9847000065,saranyadrugs@keralapharma.in,https://www.keralapharmacy.com/saranyadrugs,Mr. Ravi Nambiar,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695036+Kerala
67cdd22f725df3b508c64705,Sarma & Sons,"Trivandrum – 695023, Kerala",Trivandrum,Kerala,695023,+91-9847000066,sarmasons@keralapharma.in,https://www.keralapharmacy.com/sarmasons,Mr. Suresh Nair,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695023+Kerala
67cdd22f725df3b508c64706,Sastha Enterprises,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000067,sasthaenterprises@keralapharma.in,https://www.keralapharmacy.com/sasthaenterprises,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c64707,Sunulu Pharma Pharma Distributors,"Trivandrum – 695003, Kerala",Trivandrum,Kerala,695003,+91-9847000068,sunulupharmapharmadistributors@keralapharma.in,https://www.keralapharmacy.com/sunulupharmapharmadistributors,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695003+Kerala
67cdd22f725df3b508c64708,Surya Medicals,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000069,suryamedicals@keralapharma.in,https://www.keralapharmacy.com/suryamedicals,Mr. Vijay Pillai,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c64709,Swamy Medical Stores,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000070,swamymedicalstores@keralapharma.in,https://www.keralapharmacy.com/swamymedicalstores,Mr. Mohan Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c6470a,Thanu & Co.,"Trivandrum – 695001, Kerala",Trivandrum,Kerala,695001,+91-9847000071,thanuco@keralapharma.in,https://www.keralapharmacy.com/thanuco,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695001+Kerala
67cdd22f725df3b508c6470b,Thomas Abraham & Sons,"Trivandrum – 695011, Kerala",Trivandrum,Kerala,695011,+91-9847000072,thomasabrahamsons@keralapharma.in,https://www.keralapharmacy.com/thomasabrahamsons,Mr. Anil Varghese,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695011+Kerala
67cdd22f725df3b508c6470c,Travancore Medical Stores,"Trivandrum – 695002, Kerala",Trivandrum,Kerala,695002,+91-9847000073,travancoremedicalstores@keralapharma.in,https://www.keralapharmacy.com/travancoremedicalstores,Mr. Rajesh Menon,Pharmacy,9 AM - 9 PM,https://www.google.com/maps/search/?api=1&query=Trivandrum+695002+Kerala
